1 1 1 0 0 0 1 1 0 1 1 1 0 0 1 0 0 0 1 1 0 0 0 1 0 0 1 0 1 1 0 0 1 0 1 0 > 0 > 1 -1 > 1 > 2 0 3 > 4 0 9 > 6 0 14
1 1 1 0 0 0 1 0 0 0 1 1 0 0 1 1 1 0 1 0 0 1 1 0 1 1 1 0 0 1 1 0 0 1 0 0 > 0 > 0 -6 > 6 > 0 0 1 > 0 0 3 > 1 0 5
1 1 1 1 1 0 0 0 0 0 1 1 1 0 1 1 0 0 1 0 1 0 0 1 0 0 0 1 1 1 0 0 0 0 0 1 > 0 > -4 -7 > 8 > 1 0 1 > 1 0 2 > 1 0 3
1 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 0 0 0 0 1 1 0 1 1 1 1 0 1 0 0 > 0 > -1 -9 > 9 > 0 0 1 > 0 0 2 > 0 0 4
1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 > 0 > -5 -10 > 11 > 0 0 1 > 0 0 2 > 0 0 3
1 0 1 1 0 0 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 > 0 > -6 -7 > 9 > 0 0 1 > 0 1 3 > 1 1 6
1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 0 1 0 1 0 1 0 1 1 1 1 0 1 1 1 1 0 0 0 > 0 > 3 -2 > 3 > 0 0 2 > 1 0 5 > 3 1 9
1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 > 0 > -4 0 > 4 > 0 0 1 > 1 0 3 > 3 0 8
0 1 0 1 1 0 1 0 1 1 1 0 1 1 1 1 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 > 0 > -4 3 > 5 > 1 0 1 > 1 0 2 > 1 1 4
1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 0 0 0 0 1 1 1 1 1 0 0 1 1 0 0 1 0 1 > 0 > 2 7 > 7 > 1 0 2 > 2 0 5 > 3 0 8
0 1 1 0 1 0 1 0 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 0 1 1 1 0 0 0 1 0 > 0 > 3 5 > 5 > 0 0 1 > 2 0 4 > 3 1 8
0 1 1 0 0 0 1 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 1 0 1 1 1 1 0 1 0 0 0 1 0 0 > 0 > 2 4 > 4 > 0 0 2 > 2 1 6 > 4 2 12
1 1 1 1 0 0 0 1 1 1 1 0 0 1 1 1 0 0 1 0 0 0 1 1 1 1 1 0 1 1 0 0 1 0 0 0 > 0 > -3 13 > 13 > 0 0 1 > 0 0 2 > 0 0 3
1 1 1 0 0 0 1 1 1 1 0 1 1 1 1 1 1 0 1 0 0 0 0 0 1 1 1 0 0 0 1 0 0 1 0 0 > 0 > 1 14 > 14 > 0 0 1 > 0 0 2 > 0 0 3
1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 1 1 1 0 0 1 0 0 > 0 > 2 13 > 13 > 0 0 1 > 0 1 2 > 0 1 3
1 1 1 0 0 0 1 0 1 1 1 1 0 1 0 0 0 1 1 0 0 1 0 1 1 1 1 0 0 1 1 1 1 0 0 0 > 0 > -2 11 > 11 > 1 0 3 > 2 0 8 > 4 1 14
